Word		Original_root		Predicted_root
فلورنگ		فلورنگ		
کے		کے		
لئے		لئے		
25		25		
لاکھ		لاکھ		
کا		کا		
تخمینہ		تخمینہ		
لگایا		لگا		
گیا		جا		
تھا		تھا		
لیکن		لیکن		
تاحال		تاحال		
کام		کام		
شروع		شروع		
نہیں		نہیں		
کیا		کر		
گیا		جا		
۔		۔		
مکہ		مکہ		
مسجد		مسجد		
کے		کا		
اندرونی		اندرونی		
حصہ		حصہ		
مےں		مےں		
چھت		چھت		
پر		پر		
جمع		جمع		
ہونے		ہو		
والا		والا		
پانی		پانی		
پجرنا		پجرنا		
شروع		شروع		
ہو		ہو		
چکا		چک		
ہے		ہے		
۔		۔		
اس		یہ		
سلسلہ		سلسلہ		
مےں		مےں		
متعدد		متعدد		
مرتبہ		مرتبہ		
توجہ_دہانی		توجہ_دہانی		
کے		کے		
باوجود		باوجود		
ضلعی		ضلعی		
عہدیدار		عہدیدار		
برائے		برائے		
اقلیتی		اقلیتی		
بہبود		بہبود		
کی		کا		
جانب		جانب		
سے		سے		
کوئی		کوئی		
اقدامات		اقدام		
نہیں		نہیں		
کئے		کر		
گئے		جا		
۔		۔		
محکمہ		محکمہ		
عمارات		عمارات		
و		و		
شوارع		شوارع		
کی		کی		
جانب		جانب		
سے		سے		
تخمینہ		تخمینہ		
لگانے		لگا		
کے		کے		
باوجود		باوجود		
کام		کام		
شروع		شروع		
نہ		نہ		
کئے		کر		
جانے		جا		
کے		کے		
متعلق		متعلق		
بتایا		بتا		
جاتا		جا		
ہے		ہے		
کہ		کہ		
حکومت		حکومت		
کی		کا		
جانب		جانب		
سے		سے		
سردمہری		سردمہری		
اور		اور		
بجٹ		بجٹ		
کی		کا		
عدم_اجرائی		عدم		
کے		کے		
سبب		سبب		
مکہ		مکہ		
مسجد		مسجد		
کی		کا		
چھت		چھت		
کی		کا		
مرمت		مرمت		
شروع		شروع		
نہیں		نہیں		
کی		کر		
جا		جا		
سکی		سک		
۔		۔		
ریاستی		ریاستی		
حکومت		حکومت		
نے		نے		
مکہ		مکہ		
مسجد		مسجد		
کے		کے		
لئے		لئے		
سالانہ		سالانہ		
28		28		
لاکھ		لاکھ		
روپئے		روپیہ		
گرانٹ		گرانٹ		
ان		ان		
ایڈ		ایڈ		
منظور		منظور		
کی		کر		
ہے		ہے		
لیکن		لیکن		
اس		یہ		
مےں		مےں		
مکہ		مکہ		
مسجد		مسجد		
سے		سے		
متعلق		متعلق		
کاموں		کام		
کے		کے		
علاوہ		علاوہ		
تحفظ		تحفظ		
و		و		
صیانت		صیانت		
کے		کا		
نام		نام		
پر		پر		
بھی		بھی		
بجٹ		بجٹ		
کا		کا		
وافر		وافر		
حصہ		حصہ		
مختص		مختص		
کیا		کر		
گیا		جا		
ہے		ہے		
جو		جو		
کہ		کہ		
مسجد		مسجد		
کے		کا		
تعمیری		تعمیری		
و		و		
مرمتی		مرمتی		
کاموں		کام		
کے		کے		
علاوہ		علاوہ		
دیگر		دیگر		
اخراجات		اخراجات		
کے		کے		
لئے		لئے		
بوجھ		بوجھ		
بن		بن		
چکا		چک		
ہے		ہے		
۔		۔		
حکومت		حکومت		
نے		نے		
مکہ		مکہ		
مسجد		مسجد		
بم		بم		
دھماکہ		دھماکہ		
کے		کے		
بعد		بعد		
جنوری		جنوری		
2008		2008		
ء		ء		
مےں		مےں		
مکہ		مکہ		
مسجد		مسجد		
کے		کا		
باب		باب		
الداخلوں		الداخلہ		
پر		پر		
مستقل		مستقل		
میٹل		میٹل		
ڈیٹکٹر		ڈیٹکٹر		
کی		کا		
تنصیب		تنصیب		
کے		کے		
علاوہ		علاوہ		
کیمروں		کیمرا		
کی		کا		
تنصیب		تنصیب		
اور		اور		
25		25		
ہوم		ہوم		
گارڈس		گارڈس		
کی		کا		
تعیناتی		تعیناتی		
کے		کا		
احکام		حکم		
جاری		جاری		
کئے		کر		
۔		۔		
ہوم		ہوم		
گارڈس		گارڈس		
کو		کو		
مکہ		مکہ		
مسجد		مسجد		
کے		کا		
گرانٹ		گرانٹ		
ان		ان		
ایڈ		ایڈ		
مےں		مےں		
سے		سے		
ہی		ہی		
تنخواہ		تنخواہ		
کی		کا		
اجرائی		اجرائی		
کی		کر		
جا		جا		
رہی		رہ		
ہے		ہے		
۔		۔		
جبکہ		جبکہ		
حکومت		حکومت		
کو		کو		
NULL		null		
چاہیئے		چاہیئے		
کہ		کہ		
وہ		وہ		
ہوم		ہوم		
گارڈس		گارڈس		
کی		کا		
تعیناتی		تعیناتی		
کے		کا		
مسئلہ		مسئلہ		
کو		کو		
محکمہ		محکمہ		
داخلہ		داخلہ		
کے		کا		
سپرد		سپرد		
کرتے		کر		
ہوئے		ہو		
محکمہ		محکمہ		
داخلہ		داخلہ		
کو		کو		
ہوم		ہوم		
گارڈس		گارڈس		
کی		کا		
تنخواہوں		تنخواہ		
کی		کا		
ادائیگی		ادائیگی		
کا		کا		
پابند		پابند		
بنائیں		بنا		
۔		۔		
ہوم		ہوم		
گارڈس		گارڈس		
کی		کا		
تنخواہوں		تنخواہ		
پر		پر		
مکہ		مکہ		
مسجد		مسجد		
کی		کا		
گرانٹ		گرانٹ		
ان		ان		
ایڈ		ایڈ		
کا		کا		
نصف		نصف		
سے		سے		
زیادہ		زیادہ		
حصہ		حصہ		
صرف		صرف		
ہو		ہو		
رہا		رہ		
ہے		ہے		
۔		۔		
ہوم		ہوم		
گارڈس		گارڈس		
کی		کا		
تنخواہوں		تنخواہ		
کی		کا		
مدد		مدد		
مےں		مےں		
سالانہ		سالانہ		
18		18		
لاکھ		لاکھ		
25		25		
ہزار		ہزار		
روپئے		روپیہ		
کا		کا		
بوجھ		بوجھ		
مکہ		مکہ		
مسجد		مسجد		
کے		کا		
بجٹ		بجٹ		
پر		پر		
پڑ		پڑ		
رہا		رہ		
ہے		ہے		
۔		۔		
محکمہ		محکمہ		
اقلیتی		اقلیتی		
بہبود		بہبود		
اگر		اگر		
محکمہ		محکمہ		
داخلہ		داخلہ		
پر		پر		
ہوم		ہوم		
گارڈس		گارڈس		
کی		کا		
تنخواہوں		تنخواہ		
کی		کا		
ادائیگی		ادائیگی		
پر		پر		
دباؤ		دباؤ		
ڈالے		ڈال		
تو		تو		
یہ		یہ		
ممکن		ممکن		
ہے		ہے		
کہ		کہ		
دیگر		دیگر		
مقامات		مقام		
پر		پر		
جیسے		جیسے		
حفاظتی		حفاظتی		
و		و		
صیانتی		صیانتی		
انتظامات		انتظام		
کئے		کر		
جاتے		جا		
ہےں		ہے		
NULL		null		
اسی		یہ		
طرح		طرح		
مکہ		مکہ		
مسجد		مسجد		
مےں		مےں		
بھی		بھی		
وزارت		وزارت		
داخلہ		داخلہ		
کے		کا		
خرچ		خرچ		
پر		پر		
صیانتی		صیانتی		
انتظامات		انتظام		
کو		کو		
یقینی		یقینی		
بنایا		بنا		
جا		جا		
سکتا		سک		
ہے		ہے		
۔		۔		
مکہ		مکہ		
مسجد		مسجد		
کی		کا		
چھت		چھت		
کی		کا		
وقت		وقت		
پر		پر		
مرمت		مرمت		
نہ		نہ		
کئے		کر		
جانے		جا		
کے		کے		
سبب		سبب		
چھت		چھت		
مےں		مےں		
شگاف		شگاف		
محسوس		محسوس		
ہونے		ہو		
لگے		لگ		
ہےں		ہے		
اور		اور		
ان		یہ		
شگافوں		شگاف		
سے		سے		
عمارت		عمارت		
مےں		مےں		
پانی		پانی		
اترتا		اتر		
جا		جا		
رہا		رہ		
ہے		ہے		
۔		۔		
عمارت		عمارت		
مےں		مےں		
پانی		پانی		
نہ		نہ		
اترنے		اتر		
کے		کے		
لئے		لئے		
اقدامات		اقدام		
کے		کے		
طور		طور		
پر		پر		
کیمیکل		کیمیکل		
فلورنگ		فلورنگ		
کرتے		کر		
ہوئے		ہو		
پانی		پانی		
کے		کا		
بہاؤ		بہاؤ		
کو		کو		
بہتر		بہتر		
بنانے		بنا		
کے		کے		
لئے		لئے		
چھت		چھت		
پر		پر		
مختلف		مختلف		
کیمیکل		کیمیکل		
اجزاء		جز		
کا		کا		
استعمال		استعمال		
کرتے		کر		
ہوئے		ہو		
مرمت		مرمت		
کی		کر		
جاتی		جا		
ہے		ہے		
۔		۔		
اس		یہ		
مرمت		مرمت		
کے		کے		
لئے		لئے		
25		25		
لاکھ		لاکھ		
روپئے		روپیہ		
کی		کا		
ضرورت		ضرورت		
ہے		ہے		
لیکن		لیکن		
حکومت		حکومت		
کی		کا		
جانب		جانب		
سے		سے		
تساہلی		تساہلی		
اس		یہ		
تاریخی		تاریخی		
عمارت		عمارت		
کو		کو		
خطرہ		خطرہ		
مےں		مےں		
ڈال		ڈال		
رہی		رہ		
ہے		ہے		
۔		۔		
محکمہ		محکمہ		
اقلیتی		اقلیتی		
بہبود		بہبود		
کے		کے		
علاوہ		علاوہ		
محکمہ		محکمہ		
آثارقدیمہ		آثارقدیمہ		
کو		کو		
بھی		بھی		
فوری		فوری		
طور		طور		
پر		پر		
حرکت		حرکت		
مےں		مےں		
آتے		آ		
ہوئے		ہو		
مکہ		مکہ		
مسجد		مسجد		
کی		کا		
حفاظت		حفاظت		
کے		کے		
لئے		لئے		
حکومت		حکومت		
کی		کا		
توجہ		توجہ		
مبذول		مبذول		
کروانی		کروا		
چاہیئے		چاہیئے		
۔		۔		
مکہ		مکہ		
مسجد		مسجد		
کی		کا		
خوبصورت		خوبصورت		
پتھروں		پتھر		
سے		سے		
تیارکردہ		تیارکردہ		
کنگوروں		کنگورا		
کے		کے		
درمیان		درمیان		
پیپل		پیپل		
کے		کا		
درخت		درخت		
اُگ		اُگ		
آئے		آ		
ہےں		ہے		
لیکن		لیکن		
انہیں		وہ		
نکالنے		نکال		
کا		کا		
بھی		بھی		
کوئی		کوئی		
مناسب		مناسب		
انتظام		انتظام		
نہیں		نہیں		
ہے		ہے		
۔		۔		
موجودہ		موجودہ		
عہدیدار		عہدیدار		
برائے		برائے		
اقلیتی		اقلیتی		
بہبود		بہبود		
مسٹر		مسٹر		
جلال		جلال		
الدین		الدین		
کی		کا		
جانب		جانب		
سے		سے		
مکہ		مکہ		
مسجد		مسجد		
کے		کے		
متعلق		متعلق		
عدم_توجہی		عدم_توجہی		
کے		کے		
سبب		سبب		
مکہ		مکہ		
مسجد		مسجد		
مےں		مےں		
کئی		کئی		
کام		کام		
تعطل		تعطل		
کا		کا		
شکار		شکار		
بنے		بن		
ہوئے		ہو		
ہےں		ہے		
۔		۔		
وزیر		وزیر		
اقلیتی		اقلیتی		
بہبود		بہبود		
مسٹر		مسٹر		
احمد		احمد		
اللہ		اللہ		
نے		نے		
اپنے		اپنا		
گذشتہ		گذشتہ		
دورہ		دورہ		
مکہ		مکہ		
مسجد		مسجد		
کے		کا		
موقع		موقع		
پر		پر		
اس		یہ		
بات		بات		
کا		کا		
اعلان		اعلان		
کیا		کر		
تھا		تھا		
کہ		کہ		
وہ		وہ		
بہت		بہت		
جلد		جلد		
مکہ		مکہ		
مسجد		مسجد		
مےں		مےں		
بغیر		بغیر		
آواز		آواز		
کا		کا		
جنریٹر		جنریٹر		
نصب		نصب		
کروائیں_گے		کروا		
۔		۔		
علاوہ_ازیں		علاوہ_ازیں		
مکہ		مکہ		
مسجد		مسجد		
کے		کا		
دونوں		دو		
حوض		حوض		
مےں		مےں		
فوارے		فوارے		
کی		کا		
تنصیب		تنصیب		
کے		کے		
علاوہ		علاوہ		
پانی		پانی		
کی		کا		
صفائی		صفائی		
کے		کے		
لئے		لئے		
تکنیکی		تکنیکی		
اقدامات		اقدام		
کروائے		کروا		
جائیں_گے		جا		
۔		۔		
وزیر		وزیر		
اقلیتی		اقلیتی		
بہبود		بہبود		
کے		کا		
اس		یہ		
اعلان		اعلان		
کے		کا		
اےک		اےک		
سال		سال		
گذرنے		گذر		
کے		کے		
بعد		بعد		
بھی		بھی		
متعلقہ		متعلقہ		
ضلعی		ضلعی		
عہدیدار		عہدیدار		
برائے		برائے		
اقلیتی		اقلیتی		
بہبود		بہبود		
کے		کے		
پاس		پاس		
اتنی		اتنی		
فرصت		فرصت		
نہیں		نہیں		
ہے		ہے		
کہ		کہ		
وہ		وہ		
بلا		بلاآواز		
آواز		بلاآواز		
کے		کا		
جنریٹر		جنریٹر		
اور		اور		
پانی		پانی		
کی		کا		
صفائی		صفائی		
کے		کے		
لئے		لئے		
تکنیکی		تکنیکی		
اقدامات		اقدام		
کا		کا		
تخمینہ		تخمینہ		
حاصل		حاصل		
کریں		کر		
۔		۔		
گذشتہ		گذشتہ		
یوم		یوم		
جنریٹر		جنریٹر		
کے		کا		
تکنیکی		تکنیکی		
عملے		عملے		
کی		کا		
جانب		جانب		
سے		سے		
مکہ		مکہ		
مسجد		مسجد		
کا		کا		
دورہ		دورہ		
NULL		null		
اور		اور		
تخمینہ		تخمینہ		
لگانے		لگا		
کے		کے		
لئے		لئے		
جائزہ		جائزہ		
لینے		لے		
کی		کا		
کوششوں		کوشش		
کو		کو		
اس		یہ		
وقت		وقت		
شدید		شدید		
دھکا		دھکا		
پہنچا		پہنچ		
جب		جب		
ضلعی		ضلعی		
عہدیدار		عہدیدار		
برائے		برائے		
اقلیتی		اقلیتی		
بہبود		بہبود		
نے		نے		
مصروفیت		مصروفیت		
کا		کا		
بہانہ		بہانہ		
کرتے		کر		
ہوئے		ہو		
ان		یہ		
سے		سے		
تعاون		تعاون		
نہیں		نہیں		
کیا		کر		
۔		۔		
مہتمم		مہتمم		
مکہ		مکہ		
مسجد		مسجد		
کا		کا		
عہدہ		عہدہ		
گذشتہ		گذشتہ		
کئی		کئی		
ماہ		ماہ		
سے		سے		
مخلوعہ		مخلوعہ		
ہے		ہے		
NULL		null		
جس		جو		
کے		کے		
سبب		سبب		
ہر		ہر		
معاملہ		معاملہ		
مےں		مےں		
مکہ		مکہ		
مسجد		مسجد		
کے		کا		
عملے		عملے		
کو		کو		
راست		راست		
ڈی		ڈی		
ایم		ایم		
ڈبلیو		ڈبلیو		
او		او		
سے		سے		
ربط		ربط		
پیدا		پیدا		
کرنا		کر		
پڑ		پڑ		
رہا		رہ		
ہے		ہے		
۔		۔		
حکومت		حکومت		
کی		کا		
جانب		جانب		
سے		سے		
مہتمم		مہتمم		
مکہ		مکہ		
مسجد		مسجد		
کے		کے		
لئے		لئے		
درخواستیں		درخواست		
وصول		وصول		
کئے		کر		
جانے		جا		
کے		کے		
باوجود		باوجود		
بھی		بھی		
تاحال		تاحال		
کسی		کوئی		
کا		کا		
بھی		بھی		
تقرر		تقرر		
اس		یہ		
عہدہ		عہدہ		
پر		پر		
نہیں		نہیں		
ہو		ہو		
پایا		جا		
ہے		ہے		
جبکہ		جبکہ		
کئی		کئی		
درخواستیں		درخواست		
اس		یہ		
عہدہ		عہدہ		
کے		کے		
لئے		لئے		
داخل		داخل		
کی		کر		
جا		جا		
چکی		چک		
ہےں		ہے		
۔		۔		
معلوم		معلوم		
ہوا		ہو		
ہے		ہے		
کہ		کہ		
اس		یہ		
علاقہ		علاقہ		
کے		کا		
کئی		کئی		
صارفین		صارف		
نے		نے		
یہ		یہ		
بہانہ		بہانہ		
کرتے		کر		
ہوئے		ہو		
بلز		بلز		
کی		کا		
ادائیگی		ادائیگی		
نہیں		نہیں		
کی		کر		
کہ		کہ		
ان		یہ		
کی		کا		
کارپوریٹر		کارپوریٹر		
نے		نے		
بلز		بلز		
ادا		ادا		
نہیں		نہیں		
کئے		کر		
اور		اور		
آبرسانی		آبرسانی		
بورڈ		بورڈ		
کے		کا		
عہدیداروں		عہدیدار		
سے		سے		
کہا		کہہ		
کہ		کہ		
پہلے		پہلے		
ان		یہ		
سے		سے		
بلز		بلز		
وصول		وصول		
کریں		کر		
پھر		پھر		
وہ		وہ		
ادا		ادا		
کریں_گے		کر		
۔		۔		
نارائنا		نارائنا		
ایجوکیشنل		ایجوکیشنل		
انسٹیٹیوشن		انسٹیٹیوشن		
کے		کا		
طلبہ		طالب		
نے		نے		
اےک		اےک		
بار		بار		
پھر		پھر		
انٹرمیڈیٹ		انٹرمیڈیٹ		
2011		2011		
کے		کا		
امتحانات		امتحان		
ریاست		ریاست		
بھر		بھر		
مےں		مےں		
شاندار		شاندار		
مظاہرہ		مظاہرہ		
کرتے		کر		
ہوئے		ہو		
اعلیٰ		اعلیٰ		
نشانات		نشان		
حاصل		حاصل		
کر		کر		
کے		کر		
اےک		اےک		
بار		بار		
پھر		پھر		
NULL		null		
ثابت		ثابت		
کر		کر		
دیا		دے		
ہے		ہے		
کہ		کہ		
نارائنا		نارائنا		
اےک		اےک		
''		''		
لیجینڈ		لیجینڈ		
''		''		
ہے		ہے		
۔		۔		
نارائنا		نارائنا		
ایجوکیشنل		ایجوکیشنل		
انسٹیٹیوشن		انسٹیٹیوشن		
کے		کا		
صدرنشین		صدرنشین		
ڈاکٹر		ڈاکٹر		
پی		پی		
نارائنا		نارائنا		
نے		نے		
آج		آج		
نارائنا		نارائنا		
کالج		کالج		
برانچ		برانچ		
وٹھل		وٹھل		
واڑی		واڑی		
مےں		مےں		
اعلیٰ		اعلیٰ		
نشانات		نشان		
حاصل		حاصل		
کرنے		کر		
والے		والا		
طلباء		طلباء		
و		و		
طالبات		طالبہ		
کو		کو		
تہنیت		تہنیت		
پیش		پیش		
کرتے		کر		
ہوئے		ہو		
مبارکباد		مبارکباد		
دی		دے		
۔		۔		
اےک		اےک		
پریس		پریس		
کانفرنس		کانفرنس		
سے		سے		
خطاب		خطاب		
کرتے		کر		
ہوئے		ہو		
کہا		کہہ		
کہ		کہ		
نارائنا		نارائنا		
انسٹیٹیوشن		انسٹیٹیوشن		
کے		کا		
طلبہ		طالب		
نے		نے		
ہمیشہ		ہمیشہ		
ہی		ہی		
اسٹیٹ		اسٹیٹ		
رینک		رینک		
لانے		لا		
کی		کا		
کوشش		کوشش		
کی		کر		
ہے		ہے		
۔		۔		
انہوں		وہ		
نے		نے		
بتایا		بتا		
کہ		کہ		
گروپ		گروپ		
کی		کا		
کامیابی		کامیابی		
کو		کو		
جامع		جامع		
پروگرام		پروگرام		
خصوصی		خصوصی		
امتحانی		امتحانی		
نتائج		نتیجہ		
کا		کا		
تجزیہ		تجزیہ		
ماہرانہ		ماہرانہ		
تدریس		تدریس		
اساتذہ		اساتذہ		
اور		اور		
غیرتدریسی		غیرتدریسی		
عملہ		عملہ		
کی		کا		
خصوصی		خصوصی		
مہم		مہم		
کا		کا		
نتیجہ		نتیجہ		
قرار		قرار		
دیا		دے		
ہے		ہے		
،		،		
جس		جو		
مےں		مےں		
طلبہ		طالب		
پر		پر		
انفرادی		انفرادی		
توجہ		توجہ		
دی		دے		
گئی		جا		
ہے		ہے		
۔		۔		
انہوں		وہ		
نے		نے		
طلباء		طلباء		
و		و		
طالبات		طالبہ		
اور		اور		
اسٹاف		اسٹاف		
کا		کا		
بھی		بھی		
شکریہ		شکریہ		
ادا		ادا		
کیا		کر		
۔		۔		
ان		یہ		
کی		کا		
حوصلہ_افزائی		حوصلہ		
سے		سے		
نارائنا		نارائنا		
نے		نے		
ریاست		ریاست		
بھر		بھر		
مےں		مےں		
نمایاں		نمایاں		
مقام		مقام		
حاصل		حاصل		
کیا		کر		
ہے		ہے		
۔		۔		
نارائنا		نارائنا		
کالج		کالج		
کے		کا		
دونوں		دو		
شہروں		شہر		
مےں		مےں		
70		70		
ادارے		ادارہ		
کام		کام		
کر		کر		
رہے		رہ		
ہیں		ہے		
۔		۔		
تقریباً		تقریباً		
طلبہ		طالب		
نے		نے		
اے		اے		
گریڈ		گریڈ		
،		،		
NULL		null		
بی		بی		
گریڈ		گریڈ		
مقام		مقام		
حاصل		حاصل		
کیا		کر		
۔		۔		
کڑپہ		کڑپہ		
رکن		رکن		
پارلیمان		پارلیمان		
اور		اور		
کڑپہ		کڑپہ		
رکن		رکن		
اسمبلی		اسمبلی		
انتخابات		انتخاب		
مےں		مےں		
وائی		وائی		
ایس		ایس		
آر		آر		
کانگریس		کانگریس		
قائدین		قائد		
ماں		ماں		
اور		اور		
بیٹے		بیٹے		
کو		کو		
بھاری		بھاری		
اکثریت		اکثریت		
سے		سے		
کامیابی		کامیابی		
دلانے		دلا		
کی		کا		
کڑپہ		کڑپہ		
مسلم		مسلم		
اقلیتوں		اقلیت		
سے		سے		
شیخ		شیخ		
چاند		چاند		
وائی		وائی		
ایس		ایس		
آر		آر		
کانگریس		کانگریس		
تعلقہ		تعلقہ		
صدر		صدر		
نے		نے		
اپیل		اپیل		
کی		کر		
۔		۔		
وائی		وائی		
ایس		ایس		
آر		آر		
تعلقہ		تعلقہ		
صدر		صدر		
شیخ		شیخ		
چاند		چاند		
کی		کا		
نگرانی		نگرانی		
مےں		مےں		
سرپور		سرپور		
ٹاؤن		ٹاؤن		
قائدین		قائد		
نے		نے		
کڑپہ		کڑپہ		
انتخابات		انتخاب		
مےں		مےں		
حصہ		حصہ		
لینے		لے		
کے		کے		
لئے		لئے		
روانہ		روانہ		
ہوئے		ہو		
۔		۔		
وائی		وائی		
ایس		ایس		
آر		آر		
کانگریس		کانگریس		
قائد		قائد		
شیخ		شیخ		
چاند		چاند		
نے		نے		
کڑپہ		کڑپہ		
روانہ		روانہ		
ہونے		ہو		
سے		سے		
قبل		قبل		
نمائندہ		نمائندہ		
سیاست		سیاست		
سے		سے		
بات		بات		
کرتے		کر		
ہوئے		ہو		
کہا		کہہ		
کہ		کہ		
وائی		وائی		
ایس		ایس		
راج		راج		
شیکھر		شیکھر		
ریڈی		ریڈی		
کی		کا		
عوامی		عوامی		
خدمات		خدمت		
کو		کو		
فراموش		فراموش		
نہیں		نہیں		
کیا		کر		
جا		جا		
سکتا		سک		
کیونکہ		کیونکہ		
ان		یہ		
کے		کا		
دور		دور		
حکومت		حکومت		
مےں		مےں		
تمام		تمام		
طبقہ		طبقہ		
کے		کا		
لوگوں		لوگ		
کے		کا		
مسائل		مسئلہ		
کی		کا		
یکسوئی		یکسوئی		
NULL		null		
اور		اور		
خاص		خاص		
طور		طور		
پر		پر		
مسلم		مسلم		
اقلیتوں		اقلیت		
کے		کے		
لئے		لئے		
چار		چار		
فیصد		فیصد		
تحفظات		تحفظ		
دے		دے		
کر		کر		
مسلم		مسلم		
دوست		دوست		
ہونے		ہو		
کا		کا		
ثبوت		ثبوت		
دیا		دے		
تھا		تھا		
۔		۔		
کسانوں		کسان		
کو		کو		
کانگریس		کانگریس		
حکومت		حکومت		
نے		نے		
مفت		مفت		
برقی		برقی		
سربراہ		سربراہ		
کرتے		کر		
ہوئے		ہو		
اےک		اےک		
بڑا		بڑا		
کارنامہ		کارنامہ		
انجام		انجام		
دیا		دے		
۔		۔		
اس		یہ		
موقع		موقع		
پر		پر		
صدر		صدر		
مہیلا		مہیلا		
کانگریس		کانگریس		
ورنگل		ورنگل		
وائی		وائی		
نتالی		نتالی		
،		،		
آر		آر		
ڈی		ڈی		
او		او		
جنگاؤں		جنگاؤں		
ہریتا		ہریتا		
،		،		
اے		اے		
ڈی		ڈی		
اے		اے		
جنگاؤں		جنگاؤں		
سید		سید		
عبدالقیوم		عبدالقیوم		
،		،		
اقلیتی		اقلیتی		
قائدین		قائد		
محمد		محمد		
مظہر		مظہر		
شریف		شریف		
،		،		
محمد		محمد		
انور		انور		
،		،		
محمد		محمد		
ابراہیم		ابراہیم		
،		،		
جمال		جمال		
شریف		شریف		
ایڈوکیٹ		ایڈوکیٹ		
,		,		
NULL		null		
صدر		صدر		
جامع		جامع		
مسجد		مسجد		
کمیٹی		کمیٹی		
الحاج		الحاج		
محمد		محمد		
فصیح		فصیح		
الدین		الدین		
کے		کے		
علاوہ		علاوہ		
دیگر		دیگر		
قائدین		قائد		
بھی		بھی		
موجود		موجود		
تھے		تھا		
۔		۔		
ریاستی		ریاستی		
وزیر		وزیر		
آئی		آئی		
ٹی		ٹی		
مسٹر		مسٹر		
پنالہ		پنالہ		
لکشمیا		لکشمیا		
نے		نے		
جنگاؤں		جنگاں		
مارکٹ		مارکٹ		
کمیٹی		کمیٹی		
کی		کا		
حلف_برداری		حلف_برداری		
تقریب		تقریب		
مےں		مےں		
مہمان		مہمان		
خصوصی		خصوصی		
کی		کا		
حیثیت		حیثیت		
سے		سے		
شرکت		شرکت		
کرتے		کر		
ہوئے		ہو		
ان		یہ		
خیالات		خیال		
کا		کا		
اظہار		اظہار		
کیا		کر		
۔		۔		
انھوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
جنگاؤں		جنگاؤں		
مارکٹ		مارکٹ		
کمیٹی		کمیٹی		
کے		کا		
احاطہ		احاطہ		
مےں		مےں		
اےک		اےک		
نئی		نیا		
بلڈنگ		بلڈنگ		
تعمیر		تعمیر		
کی		کر		
گئی		جا		
۔		۔		
دھان		دھان		
اور		اور		
دیگر		دیگر		
اناج		اناج		
کا		کا		
ذخیرہ		ذخیرہ		
کرنے		کر		
کے		کے		
لئے		لئے		
گودام		گودام		
بنائے		بنا		
گئے		جا		
۔		۔		
120		120		
کروڑ		کروڑ		
روپیوں		روپیہ		
کی		کا		
لاگت		لاگت		
سے		سے		
افزائش		افزائش		
مویشیان		مویشی		
کے		کا		
محکمہ		محکمہ		
کو		کو		
ترقی		ترقی		
دینے		دے		
کے		کے		
لئے		لئے		
مرکز		مرکز		
سے		سے		
منظور		منظور		
کروایا		کروا		
گیا		جا		
ہے		ہے		
۔		۔		
یہاں		یہاں		
پر		پر		
کسانوں		کسان		
کو		کو		
ہر		ہر		
طرح		طرح		
کی		کا		
ترقی		ترقی		
دینے		دے		
کے		کے		
لئے		لئے		
مدد		مدد		
کی		کر		
جائےگی		جا		
۔		۔		
ریاستی		ریاستی		
وزیر		وزیر		
لکشمیا		لکشمیا		
نے		نے		
کہا		کہہ		
کہ		کہ		
جنگاؤں		جنگاؤں		
کے		کا		
عوام		عام		
کے		کے		
لئے		لئے		
پینے		پی		
کا		کا		
پانی		پانی		
گوداوری		گوداوری		
ندی		ندی		
کا		کا		
لفٹ		لفٹ		
ایریگیشن		ایریگیشن		
کے		کے		
تحت		تحت		
چیٹا		چیٹا		
کوڈور		کوڈور		
کے		کے		
پاس		پاس		
سے		سے		
لایا		لا		
گیا		جا		
اور		اور		
وہاں		وہاں		
پر		پر		
فلٹر		فلٹر		
بیڈ		بیڈ		
قائم		قائم		
کیا		کر		
گیا		جا		
۔		۔		
جنگاؤں		جنگاؤں		
کے		کا		
عوام		عام		
پینے		پی		
کے		کا		
صاف		صاف		
پانی		پانی		
کی		کا		
سربراہی		سربراہی		
کا		کا		
اےک		اےک		
عرصہ		عرصہ		
سے		سے		
انتظار		انتظار		
کر		کر		
رہے		رہ		
تھے		تھا		
،		،		
NULL		null		
آج		آج		
وہ		وہ		
خواب		خواب		
پورا		پورا		
ہو		ہو		
گیا		جا		
۔		۔		
رکن		رکن		
پارلیمنٹ		پارلیمنٹ		
بھونگیر		بھونگیر		
راج		راج		
گوپال		گوپال		
ریڈی		ریڈی		
،		،		
رکن		رکن		
پارلیمنٹ		پارلیمنٹ		
محبوب_آباد		محبوب_آباد		
راجیا		راجیا		
،		،		
NULL		null		
رکن		رکن		
اسمبلی		اسمبلی		
اسٹیشن		اسٹیشن		
گھن		گھن		
پور		پور		
ڈاکٹر		ڈاکٹر		
راجیا		راجیا		
کے		کے		
علاوہ		علاوہ		
ضلع		ضلع		
پریشد		پریشد		
چیرمین		چیرمین		
ورنگل		ورنگل		
دھن		دھن		
ونتی		ونتی		
نے		نے		
بھی		بھی		
جلسہ		جلسہ		
سے		سے		
مخاطب		مخاطب		
کیا		کر		
۔		۔		
اس		یہ		
موقع		موقع		
پر		پر		
صدر		صدر		
مہیلا		مہیلا		
کانگریس		کانگریس		
ورنگل		ورنگل		
وائی		وائی		
نتالی		نتالی		
،		،		
آر		آر		
ڈی		ڈی		
او		او		
جنگاؤں		جنگاؤں		
